,City,Cloudiness,Country,Humidity (%),Lat,Lng,Max Temp,Wind Speed,Date
370,iskateley,60,RU,83,67.6803,53.1512,33.42,3.83,1619234400
371,vilhena,95,BR,83,-12.7406,-60.1458,72.43,3.51,1619234278
372,komsomolskiy,100,UZ,31,40.4272,71.7189,62.6,2.3,1619234401
373,haines junction,1,US,26,59.2286,-135.4441,57.2,10.36,1619234401
374,leh,10,IN,44,34.1667,77.5833,26.89,5.08,1619234366
375,gorodovikovsk,100,RU,87,46.0878,41.9335,51.03,3.69,1619234405
376,krasnoselkup,95,RU,98,65.7,82.4667,33.13,16.44,1619234405
377,tual,100,ID,72,-5.6667,132.75,84.27,18.37,1619234406
378,tianpeng,0,CN,53,30.9866,103.9393,73.4,8.95,1619234406
379,buala,56,SB,69,-8.145,159.5921,84.79,5.28,1619234407
380,rovaniemi,90,FI,93,66.5,25.7167,28.4,17.27,1619234408
381,palana,100,RU,93,59.1167,159.9667,28.18,10.83,1619234409
382,male,40,MV,79,4.1748,73.5089,86.0,10.36,1619234410
383,kathmandu,75,NP,43,27.7167,85.3167,71.6,3.44,1619234406
384,vestmanna,90,FO,100,62.1564,-7.1664,42.8,5.75,1619234168
385,kalmunai,12,LK,71,7.4167,81.8167,83.84,1.95,1619234411
386,sao miguel do araguaia,99,IN,25,20.5113,76.2129,84.45,13.18,1619234149
387,nyurba,96,RU,92,63.2842,118.3319,36.19,7.29,1619234413
388,alekseyevka,100,RU,86,50.6309,38.6903,47.46,15.59,1619234414
389,hokitika,58,NZ,73,-42.7167,170.9667,57.94,9.22,1619234415
390,buta,99,CD,99,2.7858,24.73,70.11,1.99,1619234416
391,benguela,98,AO,88,-12.5763,13.4055,79.07,4.41,1619234416
392,pimentel,6,PE,87,-6.8367,-79.9342,63.0,5.99,1619234417
393,isangel,75,VU,74,-19.55,169.2667,86.0,5.75,1619234418
394,ust-kuyga,35,RU,83,70.0167,135.6,17.67,7.92,1619234284
395,puerto suarez,0,ES,72,36.5939,-6.233,63.0,24.16,1619234126
396,pitimbu,0,BR,88,-7.4706,-34.8086,77.0,3.44,1619234420
397,venice,75,US,73,27.0998,-82.4543,75.2,12.66,1619234280
398,moerai,100,PF,72,-22.4333,-151.3333,76.8,17.0,1619234421
399,portland,90,US,58,45.5234,-122.6762,57.99,2.71,1619233913
400,kibondo,21,TZ,96,-3.5864,30.7203,58.06,1.25,1619234422
401,darhan,100,MN,71,49.4867,105.9228,37.38,4.79,1619234423
402,vaitape,100,PF,75,-16.5167,-151.75,80.04,10.22,1619234423
403,coron,94,PH,64,11.9986,120.2043,86.99,3.71,1619234424
404,east wenatchee bench,0,IS,93,65.0,-15.0,32.0,3.44,1619234398
405,kirkkonummi,100,FI,90,60.1238,24.4385,34.0,1.01,1619234425
406,kijang,0,KR,43,35.2442,129.2139,71.6,5.75,1619234427
407,glenwood springs,90,US,71,41.5425,-87.6023,53.6,4.61,1619234428
408,bac lieu,0,RS,93,45.3919,19.2367,37.0,5.75,1619234429
409,port hardy,62,CD,79,-7.0349,29.7638,71.1,4.36,1619234429
410,kaoma,37,ZM,79,-14.7833,24.8,57.42,5.41,1619234430
411,majene,23,ID,69,-3.5403,118.9707,85.03,7.23,1619234431
412,malatya,0,TR,75,38.5,38.0,39.2,4.61,1619234431
413,emerald,90,AU,23,-23.5333,148.1667,82.4,8.05,1619234432
414,kohima,20,IN,45,25.6667,94.1167,84.2,3.44,1619234432
415,nanortalik,10,GL,91,60.1432,-45.2371,34.77,4.45,1619234433
416,saposoa,40,PE,78,-6.934,-76.7716,78.8,2.3,1619234434
417,northam,41,GB,55,51.0333,-4.2167,48.99,11.01,1619234434
418,tucuman,90,AR,100,-26.8241,-65.2226,66.2,5.75,1619234435
419,jalesar,0,IN,30,27.4833,78.3167,83.48,11.14,1619234436
420,maceio,20,BR,94,-9.6658,-35.7353,73.4,3.44,1619234436
421,vicksburg,90,US,100,32.3526,-90.8779,62.6,8.05,1619234437
422,saint-louis,35,SN,37,16.3333,-15.0,74.19,12.33,1619234437
423,tanout,66,NE,13,14.9709,8.8879,82.71,8.12,1619234438
424,berlevag,100,NO,74,70.8578,29.0864,33.13,15.88,1619234251
425,kota kinabalu,92,IN,31,25.1833,75.8333,84.45,6.58,1619234145
426,rio grande,75,GR,82,38.3,21.7833,57.2,20.71,1619234439
427,merauke,35,ID,75,-8.4667,140.3333,84.15,3.74,1619234282
428,porto torres,40,PT,88,41.1496,-8.611,59.0,8.05,1619234254
429,okha,6,RU,65,53.5739,142.9478,33.66,9.95,1619234441
430,arlit,98,NE,8,18.7369,7.3853,81.64,5.26,1619234441
431,gold coast,1,US,71,35.7932,-81.762,52.0,2.64,1619234442
432,narrabri,1,AU,32,-30.3167,149.7833,72.0,6.91,1619234442
433,seoul,0,KR,26,37.5683,126.9778,71.6,8.05,1619234194
434,yazd,75,IR,22,31.8972,54.3675,77.0,2.3,1619234368
435,filadelfia,1,US,50,39.9523,-75.1638,55.99,8.05,1619234324
436,amapa,100,BR,99,1.0,-52.0,72.0,1.12,1619234444
437,khujner,41,IN,23,23.7833,76.6,88.65,10.8,1619234354
438,shizunai,100,JP,68,42.3339,142.3669,50.04,4.41,1619234445
439,angoche,10,MZ,81,-16.2325,39.9086,74.7,7.02,1619234446
440,praia,40,CV,77,14.9215,-23.5087,68.0,13.8,1619234446
441,cockburn harbour,30,AU,42,-32.0833,141.0,66.2,8.05,1619234447
442,banihal,33,IN,81,33.4167,75.2,47.57,7.52,1619234448
443,myitkyina,6,MM,25,25.3833,97.4,96.55,1.01,1619234449
444,pokhara,30,NP,18,28.2333,83.9833,83.14,4.61,1619234449
445,saiha,88,IN,15,22.4833,92.9667,90.43,4.45,1619234450
446,akyab,22,MM,59,20.15,92.9,86.77,4.56,1619234450
447,ito,75,JP,55,34.9667,139.0833,69.01,9.22,1619234451
448,manzanillo,59,CU,74,20.3433,-77.1167,76.62,12.24,1619234452
449,avera,1,US,62,33.194,-82.5271,57.2,5.75,1619234453
450,tete,0,MZ,83,-16.1564,33.5867,69.8,4.61,1619234454
451,fuyang,100,CN,75,32.9,115.8167,62.91,10.67,1619234454
452,pedernales,2,DO,69,18.0384,-71.744,78.84,2.82,1619234455
453,mariental,0,NA,29,-24.6333,17.9667,63.64,7.23,1619234456
454,banda aceh,9,IN,12,25.4833,80.3333,94.59,11.25,1619234457
455,cam ranh,0,AR,71,-38.9838,-67.8222,53.6,8.05,1619234457
456,visakhapatnam,20,IN,65,17.69,83.2093,84.2,2.3,1619234458
457,aykhal,25,RU,97,66.0,111.5,33.49,9.48,1619234459
458,geraldton,2,AU,21,-28.7667,114.6,86.0,5.75,1619234459
459,dekar,0,BW,38,-21.5333,21.9333,57.97,5.14,1619234460
460,morant bay,20,JM,83,17.9,-76.4333,78.8,5.75,1619234461
461,doha,0,QA,50,25.2867,51.5333,84.0,5.75,1619234320
462,camacupa,95,AO,75,-12.0167,17.4833,60.33,2.51,1619234462
463,yanam,40,IN,70,16.7333,82.2167,86.0,3.44,1619234463
464,kailua,90,US,69,21.4022,-157.7394,78.8,11.5,1619234464
465,port macquarie,62,CD,79,-7.0349,29.7638,71.1,4.36,1619234465
466,alice springs,1,US,88,27.7523,-98.0697,80.6,8.05,1619234466
467,bairnsdale,82,AU,46,-37.8333,147.6167,66.99,3.0,1619234467
468,ambilobe,65,MG,85,-13.2,49.05,70.27,3.51,1619234355
469,hit,51,IQ,13,33.6416,42.8251,74.57,8.88,1619234473
470,oranjemund,14,NA,89,-28.55,16.4333,58.3,5.14,1619234476
471,fremont,40,US,71,37.5483,-121.9886,55.0,9.22,1619234479
472,manakara,83,MG,93,-22.1333,48.0167,69.69,4.43,1619234480
473,berdigestyakh,100,RU,72,62.0989,126.6992,26.82,10.83,1619234481
474,marsa matruh,40,MT,88,35.8792,14.4953,59.0,9.22,1619234483
475,owando,100,CG,98,-0.4819,15.8999,68.83,3.6,1619234484
476,mingguang,100,CN,64,32.7802,117.9638,66.52,12.1,1619234486
477,ferrol,100,ES,10,43.4832,-8.2369,57.99,18.99,1619234493
478,lorengau,93,PG,79,-2.0226,147.2712,81.61,7.74,1619234474
479,spornoye,75,RU,93,50.8448,37.2913,37.4,11.18,1619234508
480,riyadh,0,SA,18,24.6877,46.7219,78.8,5.75,1619234394
481,key west,26,US,22,32.7282,-101.7996,71.01,8.01,1619234509
482,harindanga,0,IN,52,22.0383,88.3214,91.4,9.22,1619234509
483,tateyama,75,JP,55,34.9833,139.8667,64.0,9.22,1619234510
484,maarianhamina,90,AX,69,60.0973,19.9348,35.6,16.11,1619234511
485,talaya,100,RU,70,61.3833,152.75,19.22,11.54,1619234511
486,campbell river,92,US,68,38.9501,-84.3833,51.01,4.32,1619234512
487,antananarivo,75,MG,88,-18.9137,47.5361,62.6,10.36,1619234228
488,vanavara,100,RU,75,60.34,102.2797,37.24,1.14,1619234414
489,launceston,40,AU,51,-41.45,147.1667,64.0,14.97,1619234513
490,whitecourt,20,CA,32,54.1502,-115.6855,33.8,3.44,1619234463
491,sisak,0,HR,87,45.4661,16.3783,46.0,1.45,1619234514
492,butterworth,40,MY,83,5.3991,100.3638,82.4,2.3,1619234514
493,dzhebariki-khaya,21,RU,70,62.2167,135.8,27.61,8.63,1619234515
494,siocon,75,PH,62,7.7061,122.1353,87.13,6.33,1619234515
495,inverness,0,GB,100,57.4791,-4.224,34.0,2.3,1619234516
496,yumen,67,CN,48,40.2833,97.2,47.59,1.79,1619234517
497,suamico,20,US,46,44.6319,-88.0393,50.0,4.61,1619234518
498,wattegama,9,LK,69,6.7989,81.4808,83.88,3.44,1619234518
499,aberdeen,68,GB,93,57.1437,-2.0981,33.8,1.14,1619234227
500,kaeo,29,NZ,58,-35.1,173.7833,71.01,5.01,1619234520
501,bafq,86,IR,22,31.6128,55.4107,77.85,8.66,1619234520
502,matai,20,TZ,88,-8.3,31.5167,59.0,5.75,1619234522
503,aksu,1,CN,45,41.1231,80.2644,53.33,13.18,1619234522
504,sabratah,36,LY,84,32.7933,12.4885,60.19,9.89,1619234523
505,saint-felicien,1,CA,42,48.6501,-72.4491,44.6,10.36,1619234347
506,kruisfontein,93,ZA,93,-34.0033,24.7314,57.99,1.99,1619234524
507,kurilsk,29,RU,67,45.2333,147.8833,43.5,11.43,1619234524
508,batagay,77,RU,74,67.6333,134.6333,20.5,2.68,1619234525
509,paamiut,2,GL,77,61.994,-49.6678,31.77,3.89,1619234254
510,beruwala,14,LK,73,6.4788,79.9828,83.48,2.13,1619234526
511,mafinga,9,TZ,83,-7.25,35.0667,62.11,2.8,1619234527
512,nikko,100,JP,20,36.75,139.6167,72.0,5.01,1619234518
513,pangnirtung,100,CA,89,66.1451,-65.7125,30.9,6.67,1619234305
514,santa helena de goias,3,PH,51,17.486,120.4348,88.21,12.91,1619234529
515,vangaindrano,71,MG,90,-23.35,47.6,69.94,2.84,1619234529
516,bento goncalves,100,ID,61,-1.798,101.2804,71.55,1.92,1619234530
517,tilichiki,28,RU,88,60.4667,166.1,29.26,2.1,1619234530
518,kahului,20,US,57,20.8947,-156.47,78.8,23.02,1619234326
519,motala,0,SE,60,58.5371,15.0365,33.8,11.5,1619234531
520,tukrah,76,LY,24,32.5341,20.5791,74.19,27.34,1619234532
521,tigre,0,AR,88,-34.426,-58.5796,66.0,5.75,1619234533
522,kloulklubed,75,PW,66,7.0419,134.2556,87.8,13.8,1619234533
523,mbuji-mayi,100,CD,97,-6.15,23.6,69.12,2.04,1619234284
524,hovd,20,MN,18,48.0056,91.6419,37.13,7.18,1619234535
525,pochutla,100,MX,79,15.7432,-96.4661,81.0,1.01,1619234536
526,kargasok,5,RU,73,59.0556,80.8572,38.01,4.76,1619234536
527,krasnoarmeysk,66,RU,85,51.0239,45.6969,46.99,3.69,1619234538
528,kavaratti,39,IN,67,10.5669,72.642,84.51,5.19,1619234538
529,kuryk,3,KZ,73,43.2,51.65,54.07,1.43,1619234539
530,kongolo,96,CD,97,-5.3833,27.0,68.58,1.97,1619234541
531,rocha,79,UY,96,-34.4833,-54.3333,61.7,8.01,1619234542
532,djenne,59,ML,10,13.9061,-4.5533,89.74,5.77,1619234543
533,zhoucheng,100,CN,65,35.9122,116.3117,60.98,18.5,1619234544
534,kita,85,ML,30,13.0349,-9.4895,89.33,5.53,1619234358
535,swellendam,72,ZA,93,-34.0226,20.4417,46.4,2.3,1619234355
536,mabaruma,74,GY,95,8.2,-59.7833,72.66,2.59,1619234545
537,villa oliva,8,IT,64,46.2039,10.1339,48.0,5.08,1619234546
538,xichang,19,CN,34,27.8964,102.2634,77.56,3.8,1619234547
539,hofn,100,IS,76,64.2539,-15.2082,44.73,4.68,1619234548
540,srednekolymsk,100,RU,91,67.45,153.6833,16.03,19.26,1619234324
541,baker city,90,US,94,30.5882,-91.1682,66.99,12.66,1619234550
542,zelenoborskiy,100,RU,100,66.845,32.3622,30.0,4.34,1619234550
